name,lng,lat,1M5g_yonghushu,1M5g_zhuliubi222,6M5g_yonghushu,6M5g_zhuliubi222,9M5g_yonghushu,9M5g_zhuliubi222,12M5g_yonghushu,12M5g_zhuliubi222,归属区域名称,,,1M5g_zhuliubi,,6M5g_zhuliubi,,9M5g_zhuliubi,,12M5g_zhuliubi
城一5G朝阳武圣西里17号楼1H,116.459238,39.877018,45,0.0224 ,148,0.3103 ,219,0.4410 ,295 ,0.7393 ,北京工业大学,,,2.237268831,,31.02814072,,44.09583146,,73.92759256
城二5G崇文羊市口路T10037小灯杆1H,116.414623,39.897245,,,,,35,0.1724 ,49 ,0.2722 ,北京龙潭湖景区,,,0,,0,,17.23519209,,27.21670461
城一5G朝阳潘家园国际眼镜城1H,116.456637,39.877014,785,0.1532 ,,,5956,0.4542 ,7735 ,0.6826 ,北京工业大学,,,15.31734176,,0,,45.41867051,,68.26275075
城一5G朝阳惠馨国际1H,116.503509,39.911876,,,,,,,1692 ,0.6947 ,,,,0,,0,,0,,69.46662646
城二5G西城育德胡同1Z,116.364521,39.932261,,,1005,0.3097 ,1620,0.4921 ,2050 ,0.8099 ,,,,0,,30.96637025,,49.21391771,,80.99018986
顺义5G后沙峪1H,116.55088,40.10004,,,,,3606,0.6184 ,4623 ,0.8977 ,,,,0,,0,,61.83892408,,89.76989154
大兴5G润星家园6号楼1H,116.436181,39.814105,,,,,12,0.4003 ,16 ,0.6411 ,,,,0,,0,,40.03084015,,64.11068773
大兴5G枣园小区东1H,116.32239,39.75146,,,,,631,0.3480 ,830 ,0.5115 ,,,,0,,0,,34.80419742,,51.14885346
城二5G西城地安门内大街W20006小灯杆1H,116.390223,39.930057,,,,,156,0.0086 ,205 ,0.0133 ,,,,0,,0,,0.861368589,,1.325182444
城三5G海淀大钟寺东路1Z,116.332531,39.969198,665,0.1931 ,4020,0.2694 ,6789,0.4308 ,8933 ,0.7110 ,,,,19.31309344,,26.94070024,,43.08308538,,71.10175061
城二5G丰台高鑫家园东侧1Z,116.30455,39.79159,121,0.1067 ,542,0.2562 ,802,0.4665 ,1083 ,0.7331 ,,,,10.66754871,,25.62395781,,46.65019616,,73.30799409
顺义5G首都机场T2航站楼F1北侧国内行李提取6HM,116.587608,40.080964,,,336,0.0958 ,511,0.1310 ,646 ,0.2044 ,,,,0,,9.582728754,,13.10019724,,20.43506846
城一5G朝阳金盏乡东窑村西口1H,116.592712,39.995789,,,219,0.3315 ,301,0.5348 ,429 ,0.8930 ,对外经贸大学,,,0,,33.14966311,,53.47581805,,89.30461976
城一5G朝阳潘家园桥南灯杆1H,116.454518,39.873563,,,1734,0.0973 ,2790,0.1271 ,3769 ,0.2077 ,,,,0,,9.725146871,,12.71094508,,20.77415922
城一5G朝阳顾家庄桥西北1H,116.431471,40.020841,545,0.1995 ,2943,0.3587 ,5045,0.5936 ,7006 ,0.9582 ,,,,19.94704055,,35.86809186,,59.3638407,,95.81562016
城二5G丰台三环新城商业街小灯杆1Z,116.302716,39.848574,,,224,0.1617 ,314,0.2120 ,430 ,0.3701 ,首都经济贸易科技园区,,,0,,16.17234114,,21.20342605,,37.00571009
城二5G丰台洋万源北路老年活动中心1H,116.414838,39.801467,98,0.0254 ,430,0.1301 ,767,0.2209 ,1022 ,0.3298 ,北京龙潭湖景区,,,2.544793944,,13.0132183,,22.08921094,,32.98458705
城二5G东城银河SOHO7HM,116.427681,39.919448,13,0.0010 ,45,0.0695 ,68,0.0678 ,86 ,0.1059 ,,,,0.100767599,,6.948463207,,6.778610602,,10.59157907
通州5G嘉创一路南2H,116.54724,39.81396,,,,,1149,0.5790 ,1573 ,0.8925 ,,,,0,,0,,57.90243456,,89.24611297
城一5G朝阳康营小区KY1709号楼1H,116.53484,40.03051,,,,,479,0.5240 ,647 ,0.8091 ,,,,0,,0,,52.3979735,,80.90602045
大兴5G旧宫南场东街1号院1H,116.42446,39.81987,,,,,562,0.4368 ,729 ,0.7325 ,,,,0,,0,,43.68361244,,73.25182368
通州5G仇庄西2H,116.70204,39.64592,,,,,558,0.5618 ,775 ,0.8797 ,,,,0,,0,,56.17782827,,87.96588964
城三5G海淀天主教神哲学院ZTE26G,116.330466,40.018337,520,0.2829 ,3,0.3279 ,5,0.3916 ,7 ,0.5994 ,,,,28.29344209,,32.79344209,,39.16177603,,59.9429493
城一5G朝阳小关北里6号楼1H,116.406563,39.981593,157,0.0321 ,554,0.3172 ,843,0.4508 ,1108 ,0.7680 ,,,,3.207147102,,31.72183409,,45.08275113,,76.80458522
昌平5G七星路1Z,116.431636,40.080692,,,1306,0.4121 ,1987,0.6090 ,2838 ,0.9574 ,,,,0,,41.21147914,,60.90238637,,95.741617
城二5G西城木樨地003路4号水泥杆1Z,116.335617,39.909428,,,,,258,0.2695 ,326 ,0.4436 ,金融街,,,0,,0,,26.94721387,,44.36065694
城二5G西城红楼宴酒店1Z,116.352001,39.871441,0,0.0000 ,0,0.0000 ,0,0.0000 ,0 ,0.0000 ,北京牛街回民区,,,0,,0,,0,,0
昌平5G兰各庄村1Z,116.37741,40.07038,,,352,0.3950 ,520,0.6800 ,732 ,1.0000 ,,,,0,,39.5,,68,,100
城二5G西城广外南街乙47号楼航数1Z,116.340557,39.884847,0,0.0000 ,,,891,0.3290 ,1141 ,0.5558 ,北京红莲商务中心,,,0,,0,,32.90120627,,55.57574798
城一5G朝阳小井村东北1H,116.507469,39.982449,388,0.0752 ,1926,0.3079 ,3484,0.4861 ,4584 ,0.7875 ,,,,7.516367491,,30.78899323,,48.61479447,,78.75364202
通州5G财政学校2H,116.642751,39.919881,297,0.0754 ,1868,0.2408 ,3197,0.4266 ,4151 ,0.6237 ,首都副中心通勤线,,,7.541308739,,24.0758277,,42.65697132,,62.36710189
延庆5G七天连锁酒店2Z,115.96606,40.45497,,,1,0.0942 ,1,0.1173 ,1 ,0.1871 ,北京延庆世园会区域,,,0,,9.424219025,,11.72559172,,18.71410547
城三5G海淀北京林业大学学7楼飞视1Z,116.335179,40.000089,,,,,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,0,,0,,0
城二5G西城北樱桃园17号院3号楼1Z,116.353564,39.879413,,,,,0,0.0000 ,0 ,0.0000 ,北京牛街回民区,,,0,,0,,0,,0
城三5G海淀望海楼项目管理处1H,116.308961,39.918981,18,0.2060 ,51,0.2910 ,94,0.2745 ,118 ,0.4446 ,,,,20.59799098,,29.09799098,,27.45322065,,44.45815726
城一5G朝阳国贸桥西南1H,116.454571,39.906541,,,,,296,0.1910 ,422 ,0.3093 ,首都国贸CBD商务中心区,,,0,,0,,19.10254757,,30.92699627
昌平5G亚运村汽车交易市场1ZM,116.411901,40.093131,,,,,,,7 ,0.0547 ,,,,0,,0,,0,,5.469415795
城一5G朝阳万科公园五号1H,116.471081,39.923724,243,0.2495 ,1157,0.3373 ,1969,0.4784 ,2461 ,0.8006 ,,,,24.94798693,,33.72743252,,47.83803145,,80.06234664
大兴5G西红门路西侧1H,116.348548,39.791361,85,0.1810 ,393,0.3030 ,559,0.4942 ,755 ,0.7757 ,,,,18.09667069,,30.30361786,,49.42036979,,77.56979967
城二5G东城佳龙酒店B座1H,116.424119,39.923782,,,,,,,0 ,0.0000 ,簋街不夜城,,,0,,0,,0,,0
城一5G朝阳姚家园西口1H,116.49932,39.93597,,,,,1972,0.5474 ,2701 ,0.8197 ,首都国贸CBD商务中心区,,,0,,0,,54.74013114,,81.97078109
城二5G丰台海户屯地铁站监控杆1H,116.39466,39.85046,,,,,1512,0.4089 ,2016 ,0.6253 ,北京龙潭湖景区,,,0,,0,,40.89282683,,62.52660721
昌平5G南口大厂1Z,116.117726,40.240127,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城二5G丰台警备机械培训大楼1H,116.408652,39.793271,21,0.0181 ,178,0.1259 ,274,0.3069 ,369 ,0.4145 ,北京龙潭湖景区,,,1.812883364,,12.59374433,,30.68748865,,41.4521892
城三5G海淀万柳东路南口1Z,116.293188,39.960802,74,0.0410 ,512,0.1452 ,890,0.2868 ,1112 ,0.4712 ,,,,4.10190979,,14.5201861,,28.68446248,,47.11819442
城三5G海淀理工大学附属中学北1Z,116.29744,39.94954,,,209,0.0854 ,318,0.1150 ,434 ,0.1984 ,,,,0,,8.540972553,,11.50213871,,19.84466461
城二5G西城白纸坊街25号院1号楼歌华1Z,116.352343,39.875003,51,0.0912 ,314,0.2565 ,545,0.4942 ,681 ,0.7757 ,北京牛街回民区,,,9.115125971,,25.65019168,,49.42178454,,77.57197622
城一5G朝阳京旺小区东南1H,116.553369,39.902135,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳白帆俱乐部1H,116.588846,40.012737,,,,,534,0.6101 ,751 ,0.9119 ,,,,0,,0,,61.01042677,,91.19180407
城三5G海淀新街口外大街3号院1Z,116.361091,39.965288,,,,,12122,0.5872 ,17317 ,0.9954 ,,,,0,,0,,58.72218212,,99.5369702
城二5G崇文天坛路西段W10037小灯杆1H,116.39728,39.88632,,,505,0.0899 ,737,0.0865 ,1052 ,0.1442 ,,,,0,,8.989934012,,8.653245349,,14.42207558
城二5G丰台城南嘉园益明园西南1Z,116.358607,39.833859,476,0.1348 ,772,0.2250 ,1119,0.3361 ,1575 ,0.5582 ,,,,13.48362852,,22.50151674,,33.6068381,,55.8174808
大兴5G国际机场航站楼核心区2HM,116.408401,39.511206,67,0.0051 ,,,,,951 ,0.1012 ,大兴机场,,,0.509756557,,0,,0,,10.11800067
密云5G热必达1H,116.806321,40.370562,,,157,0.3760 ,268,0.5556 ,348 ,0.8317 ,首都密云生态涵养典范区,,,0,,37.59618493,,55.55774035,,83.17314758
城二5G西城社保大厦1Z,116.353518,39.936211,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳柏林爱乐东门路灯杆1H,116.58453,39.92147,,,,,973,0.2913 ,1297 ,0.4367 ,,,,0,,0,,29.1301853,,43.66693522
城三5G海淀东升科技园1Z,116.343651,40.042803,175,0.1672 ,979,0.3432 ,1549,0.5666 ,2038 ,0.8736 ,,,,16.71998687,,34.31877625,,56.65949347,,87.36286889
顺义5G首都机场T3C航站楼F2层东南候机区21HM,116.609122,40.055699,,,,,,,2000 ,0.8311 ,首都机场,,,0,,0,,0,,83.10642487
城一5G朝阳酒仙桥二街坊2号楼1H,116.489963,39.962524,88,0.0476 ,660,0.1275 ,1209,0.2238 ,1570 ,0.3653 ,首都国贸CBD商务中心区,,,4.764835355,,12.74729289,,22.38017294,,36.53152022
城三5G海淀杏坛路1Z,116.35486,39.95982,66,0.1656 ,335,0.2406 ,568,0.2776 ,777 ,0.4424 ,,,,16.56351394,,24.06351394,,27.75592933,,44.23989128
城三5G海淀辉煌时代大厦1Z,116.306275,39.983155,,,,,284,0.0489 ,393 ,0.0788 ,清华大学,,,0,,0,,4.886017802,,7.880673875
城二5G丰台大成南里四区东南角1Z,116.26536,39.88453,116,0.0498 ,529,0.2526 ,736,0.3902 ,1036 ,0.6064 ,,,,4.97877603,,25.25576381,,39.02201029,,60.63940953
城二5G丰台晓月五里小区西南1Z,116.231541,39.832671,263,0.1977 ,1070,0.2838 ,1649,0.5700 ,2228 ,0.8788 ,,,,19.7737444,,28.37872869,,56.99988511,,87.8786138
城二5G西城百万庄中里7号楼歌华1Z,116.332701,39.928146,27,0.0000 ,322,0.2573 ,510,0.4773 ,671 ,0.7274 ,金融街,,,0,,25.73118471,,47.73498163,,72.73877855
城一5G朝阳弘善家园西南角1H,116.44629,39.8676,,,,,362,0.2119 ,457 ,0.3467 ,,,,0,,0,,21.18697291,,34.66714517
城一5G朝阳黄杉木店路南段朝阳路北侧路灯杆1H,116.521468,39.916895,,,,,624,0.1037 ,878 ,0.1864 ,首都国贸CBD商务中心区,,,0,,0,,10.37023773,,18.63973398
城二5G丰台花乡汽车园西南1Z,116.315392,39.829819,738,0.0000 ,3816,0.3000 ,7010,0.5552 ,8872 ,0.9265 ,首都经济贸易科技园区,,,0,,30.00161716,,55.51760725,,92.65181516
房山5G良乡洋森饭店1Z,116.130321,39.724318,194,0.1313 ,0,0.1563 ,0,0.0000 ,0 ,0.0000 ,北京良乡大学城,,,13.13426758,,15.63426758,,0,,0
平谷5G社会服务中心东北楼1H,117.0927,40.1401,,,140,0.3625 ,217,0.5559 ,310 ,0.9277 ,首都东部绿色生态谷,,,0,,36.25321917,,55.59069392,,92.77162938
城二5G东城东方广场西侧2H,116.405555,39.907501,13,0.0008 ,41,0.0259 ,62,0.0018 ,83 ,0.0027 ,天安门,,,0.077331396,,2.59174936,,0.18080021,,0.26985106
顺义5G北小营镇马辛庄村东2H,116.716221,40.174421,63,0.3506 ,209,0.3799 ,370,0.7061 ,486 ,0.9871 ,,,,35.06023813,,37.98523802,,70.61203558,,98.71309504
城二5G丰台新兴物流中心1Z,116.252411,39.881111,156,0.3194 ,566,0.3994 ,914,0.4573 ,1202 ,0.7302 ,,,,31.93858199,,39.93858199,,45.73379045,,73.02154758
城二5G东城南池子大街T20031小灯杆1H,116.397139,39.907009,,,324,0.2308 ,493,0.3423 ,675 ,0.5258 ,天安门,,,0,,23.08372445,,34.22879853,,52.58029631
城二5G西城西交民巷T10001路灯杆1H,116.38488,39.90051,,,,,1103,0.3639 ,1395 ,0.6232 ,天安门,,,0,,0,,36.39058554,,62.31764256
城一5G朝阳蓝宝石商城1H,116.48833,39.96694,,,,,666,0.4280 ,832 ,0.7065 ,,,,0,,0,,42.80092949,,70.64666047
城三5G石景山田义墓1Z,116.151793,39.934038,52,0.2583 ,1,0.3433 ,2,0.2601 ,2 ,0.4155 ,,,,25.8278048,,34.3278048,,26.00874747,,41.55191919
城三5G石景山区西山枫林二区11号楼1Z,116.200262,39.942564,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
房山5G阎村粮库1Z,116.079321,39.700928,,,,,298,0.5681 ,386 ,0.9635 ,,,,0,,0,,56.80982745,,96.34971242
城三5G海淀北医三院10ZM,116.354226,39.981045,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀环山村1Z,116.203203,40.033556,63,0.0369 ,2,0.1102 ,3,0.2526 ,4 ,0.4040 ,,,,3.68943428,,11.02264985,,25.25716904,,40.39564467
城一5G朝阳合美汇通B座新1H,116.5745,39.905855,84,0.0591 ,,,544,0.4376 ,766 ,0.6394 ,,,,5.909781351,,0,,43.75686593,,63.93837989
城一5G朝阳广华居西南1H,116.431175,40.030704,264,0.1565 ,1147,0.2907 ,1809,0.6385 ,2547 ,0.9265 ,,,,15.65327468,,29.07432184,,63.85462208,,92.64946012
城二5G丰台玉林东里二区6号楼铁通1Z,116.356556,39.864675,84,0.0000 ,407,0.2942 ,670,0.4693 ,847 ,0.7731 ,北京牛街回民区,,,0,,29.42273958,,46.93024634,,77.30684894
昌平5G水屯村一1Z,116.22103,40.20128,810,0.0000 ,3412,0.3889 ,5227,0.5761 ,7259 ,0.8611 ,昌平京北高生态疗养区,,,0,,38.88962798,,57.61218615,,86.11279086
大兴5G旧宫朗晟电气1H,116.44281,39.79047,,,,,2826,0.4190 ,3870 ,0.7150 ,北京小红门商圈,,,0,,0,,41.89766373,,71.49610622
城二5G丰台右安门医院1号楼1Z,116.356402,39.857805,527,0.0000 ,3370,0.2279 ,4925,0.4150 ,6480 ,0.6072 ,北京牛街回民区,,,0,,22.78747154,,41.50307519,,60.71867885
大兴5G亦庄东环中路定城街南1H,116.523826,39.791046,19,0.0473 ,209,0.0899 ,363,0.1583 ,484 ,0.2760 ,,,,4.72529346,,8.986596818,,15.83374752,,27.59630742
城一5G朝阳东窑村北门1H,116.602121,40.000337,,,,,685,0.5600 ,866 ,0.9048 ,对外经贸大学,,,0,,0,,56.00170451,,90.47889605
通州5G玉甫上营南2H,116.652422,39.830487,173,0.2230 ,682,0.3103 ,1253,0.5536 ,1586 ,0.8132 ,首都副中心5G示范区,,,22.30339171,,31.02719676,,55.35669474,,81.31799191
通州5G晶彩亦庄北2H,116.548431,39.742337,,,,,10,0.4168 ,12 ,0.6774 ,,,,0,,0,,41.67739848,,67.74190235
城一5G朝阳恒通商务园B12C1H,116.486041,39.976845,8,0.0048 ,,,346,0.2654 ,493 ,0.4111 ,首都国贸CBD商务中心区,,,0.478469321,,0,,26.54355722,,41.10978689
城二5G丰台民政党校中科1Z,116.265701,39.882051,,,8,0.1645 ,11,0.2770 ,15 ,0.4415 ,北京红莲商务中心,,,0,,16.45138691,,27.69543283,,44.14681973
平谷5G铁塔马坊新城一区北共站1H,117.0035,40.0646,,,326,0.4301 ,599,0.5688 ,757 ,0.9336 ,首都东部绿色生态谷,,,0,,43.01290412,,56.88444568,,93.36200916
城三5G海淀北大资源研修院西南角1Z,116.206047,40.087001,,,129,0.1748 ,208,0.2572 ,292 ,0.4453 ,,,,0,,17.47681373,,25.7191574,,44.531929
城一5G朝阳朝外SOHO6HM,116.448226,39.919171,30,0.0005 ,106,0.0400 ,157,0.0244 ,211 ,0.0349 ,,,,0.05240614,,4.000802527,,2.443166904,,3.490238435
顺义5G苏活南侧1H,116.62531,40.07174,,,1065,0.3574 ,1857,0.5806 ,2475 ,0.8685 ,,,,0,,35.74086366,,58.05946822,,86.85215914
城二5G西城翠花横街1Z,116.36066,39.93068,283,0.3362 ,2811,0.3962 ,3946,0.5659 ,5405 ,0.9441 ,金融街,,,33.61735776,,39.61735776,,56.5914951,,94.41228705
城二5G丰台天元公园南侧1Z,116.258341,39.874074,170,0.0851 ,1579,0.3408 ,2598,0.6226 ,3288 ,0.9884 ,北京红莲商务中心,,,8.512664855,,34.08123643,,62.25553143,,98.83676785
房山5G阎村镇阎安东路1Z,116.090111,39.710121,,,368,0.3337 ,519,0.6194 ,720 ,0.8992 ,北京良乡大学城,,,0,,33.36951551,,61.94072461,,89.91532086
城三5G海淀中裕大厦1Z,116.31616,39.89671,,,1971,0.1410 ,2843,0.1881 ,3790 ,0.3195 ,金融街,,,0,,14.09949155,,18.80898722,,31.94997939
城三5G海淀林业大学眷5号楼1Z,116.336165,40.004526,130,0.0716 ,,,0,0.0000 ,0 ,0.0000 ,清华大学,,,7.163859032,,0,,0,,0
城二5G丰台草桥东路南口1Z,116.351439,39.829553,924,0.0000 ,2382,0.2467 ,3474,0.5059 ,4962 ,0.7477 ,,,,0,,24.67086815,,50.59399721,,74.773909
延庆5G冰凌花2Z,115.979591,40.431847,,,,,1,0.1686 ,1 ,0.2880 ,北京延庆世园会区域,,,0,,0,,16.85673277,,28.80118189
城二5G东城天润财富中心1HM,116.42129,39.91022,,,,,233,0.1828 ,306 ,0.3109 ,,,,0,,0,,18.27858251,,31.09448791
城一5G朝阳甘露中街房屋公园1H,116.519536,39.922497,251,0.2205 ,1383,0.2945 ,2244,0.6622 ,3073 ,0.9103 ,首都国贸CBD商务中心区,,,22.04780462,,29.45088609,,66.22241254,,91.03201791
通州5G张家湾2H,116.714053,39.858286,,,,,723,0.4408 ,914 ,0.6728 ,首都副中心5G示范区,,,0,,0,,44.07721979,,67.27943252
城一5G朝阳尚都SOHO1HM,116.445121,39.917493,19,0.0005 ,57,0.0412 ,95,0.0340 ,128 ,0.0523 ,,,,0.045781519,,4.122756758,,3.402554494,,5.234699221
城一5G朝阳北苑路西侧小路西灯杆1H,116.409771,39.992409,,,,,106,0.2635 ,146 ,0.4274 ,,,,0,,0,,26.35221774,,42.73784021
城二5G丰台南苑新兴村1Z,116.367813,39.798851,48,0.1920 ,695,0.2319 ,1153,0.5118 ,1478 ,0.7159 ,,,,19.1975863,,23.1916499,,51.17845785,,71.58596743
房山5G琉璃河福兴村东1Z,116.036923,39.580542,,,1492,0.3209 ,2315,0.6139 ,3045 ,0.9598 ,,,,0,,32.09218318,,61.38548304,,95.97766622
城二5G东城十字坡东里5号楼铁通1H,116.43328,39.93796,,,482,0.2779 ,743,0.4343 ,1046 ,0.6534 ,簋街不夜城,,,0,,27.78925277,,43.43095582,,65.33964091
大兴5G国际机场航站楼指廊区16HM,116.408401,39.511206,28,0.0018 ,,,,,391 ,0.0374 ,大兴机场,,,0.184276829,,0,,0,,3.742257746
城一5G朝阳果岭里小区东北1H,116.476612,40.007625,,,,,1152,0.4434 ,1458 ,0.6976 ,,,,0,,0,,44.3445947,,69.76091492
大兴5G青云店小张本村南1H,116.450333,39.690094,,,601,0.3697 ,853,0.6661 ,1201 ,0.9159 ,,,,0,,36.96853475,,66.61422459,,91.59174942
大兴5G大兴国际机场货运区综合楼2HM,116.45131,39.5249,,,,,,,7 ,0.3848 ,,,,0,,0,,0,,38.48456968
城二5G东城亚洲大酒店南1H,116.433611,39.930555,,,670,0.1659 ,1083,0.2934 ,1424 ,0.4329 ,簋街不夜城,,,0,,16.58595552,,29.34247895,,43.29432089
城三5G海淀永丰1Z,116.236378,40.049583,114,0.0000 ,0,0.0000 ,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城二5G丰台丽泽SOHO5ZM,116.337348,39.872786,65,0.0159 ,279,0.1777 ,425,0.2703 ,581 ,0.4379 ,北京红莲商务中心,,,1.585191876,,17.76739698,,27.0253047,,43.7895386
城一5G朝阳北湖九号1H,116.434166,40.006388,173,0.0963 ,1405,0.2803 ,1983,0.5997 ,2753 ,0.9526 ,奥林匹克中心区,,,9.629152054,,28.03005582,,59.96527654,,95.25824459
城二5G丰台前泥洼一区13号1Z,116.296616,39.856219,,,,,762,0.4244 ,951 ,0.7122 ,首都经济贸易科技园区,,,0,,0,,42.44406202,,71.2197738
城三5G海淀玉泉北里二区1Z,116.241292,39.921853,216,0.2944 ,187,0.3294 ,278,0.2686 ,397 ,0.4038 ,,,,29.43633556,,32.93633556,,26.86098171,,40.37823437
城三5G海淀田村山南路北侧1Z,116.206148,39.917092,629,0.2087 ,3059,0.3296 ,4932,0.6435 ,6242 ,0.8836 ,,,,20.86678782,,32.96191789,,64.35472441,,88.36389202
城二5G丰台杜家坎南路12号1Z,116.203675,39.837601,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
通州5G新华联2H,116.637227,39.888878,180,0.0684 ,757,0.1875 ,1075,0.3556 ,1514 ,0.5625 ,首都副中心5G示范区,,,6.836919601,,18.74850725,,35.55980477,,56.24585349
顺义5G石园大卖场HW26G,116.656666,40.106944,158,0.1143 ,495,0.2665 ,836,0.5108 ,1100 ,0.7772 ,,,,11.43362364,,26.64923561,,51.07572078,,77.72495638
城二5G东城四川石油宾馆1H,116.386111,39.955833,,,,,497,0.4544 ,671 ,0.7740 ,,,,0,,0,,45.43891441,,77.39819068
城一5G朝阳关庄路北1H,116.427151,39.999627,49,0.1480 ,211,0.3436 ,379,0.5148 ,479 ,0.8747 ,奥林匹克中心区,,,14.79844501,,34.36241487,,51.48158274,,87.46930456
城二5G崇文幸福北里26号楼铁通1H,116.42651,39.88667,,,208,0.2108 ,355,0.3749 ,493 ,0.5578 ,北京龙潭湖景区,,,0,,21.08240599,,37.49127815,,55.78446109
大兴5G国际机场航站楼核心区26HM,116.408401,39.511206,62,0.0136 ,,,,,803 ,0.1629 ,大兴机场,,,1.361297443,,0,,0,,16.29379721
城二5G丰台北京南站候车厅8ZM,116.370977,39.863188,,,,,,,1158 ,0.2725 ,北京牛街回民区,,,0,,0,,0,,27.24690501
大兴5G国际机场航站楼核心区32HM,116.408401,39.511206,131,0.0073 ,,,,,1411 ,0.1839 ,大兴机场,,,0.726926995,,0,,0,,18.39224456
城一5G朝阳东大桥路41号楼1H,116.443567,39.913158,0,0.0000 ,2231,0.2489 ,3304,0.4316 ,4290 ,0.7240 ,首都国贸CBD商务中心区,,,0,,24.8912954,,43.16269756,,72.39786485
城三5G海淀车公庄西路多径杆1Z,116.321922,39.931244,,,10,0.2057 ,15,0.2658 ,20 ,0.4449 ,,,,0,,20.5737461,,26.58118769,,44.48578659
城二5G崇文祈年大街1H,116.405555,39.895833,191,0.0927 ,1171,0.2391 ,1792,0.4416 ,2389 ,0.6943 ,天安门,,,9.268765367,,23.91258839,,44.15925161,,69.43208602
怀柔5G乐红园1H,116.620807,40.338475,,,231,0.3351 ,325,0.5461 ,444 ,0.8556 ,雁栖湖APEC峰会中心,,,0,,33.51320228,,54.61468811,,85.56105863
城一5G朝阳北汽资产大厦1H,116.461388,39.894444,145,0.0947 ,716,0.3009 ,1331,0.4845 ,1663 ,0.7272 ,,,,9.469777093,,30.08647977,,48.44701562,,72.71619944
大兴5G京雄高铁主站十七1H,116.379288,39.620317,290,0.1097 ,1672,0.3481 ,2964,0.5834 ,3799 ,0.8856 ,京雄高铁大兴段,,,10.96517459,,34.81082228,,58.33719738,,88.56298116
大兴5G万通汽修学校北1H,116.42718,39.82315,,,,,151,0.4053 ,206 ,0.6199 ,,,,0,,0,,40.53017909,,61.98534192
城二5G丰台西翠路京铁家园歌华1Z,116.274786,39.891992,,,118,0.3734 ,202,0.5308 ,280 ,0.8451 ,,,,0,,37.33721922,,53.08330302,,84.50516098
城一5G朝阳麦子店西街1H,116.45938,39.94601,,,,,246,0.0515 ,341 ,0.0768 ,朝阳公园高端住宅区,,,0,,0,,5.147761407,,7.68322598
城一5G朝阳蓝筹名座路灯杆1H,116.431868,39.925478,133,0.0110 ,488,0.1722 ,694,0.2630 ,937 ,0.3956 ,簋街不夜城,,,1.103523353,,17.22087687,,26.29854888,,39.56311432
城一5G朝阳SKP商场3HM,116.472936,39.908363,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
昌平5G回南路东1Z,116.389111,40.086321,,,320,0.3178 ,455,0.5506 ,615 ,0.8759 ,,,,0,,31.78294107,,55.05547969,,87.58668702
昌平5G美树假日北1Z,116.419222,40.106217,,,,,133,0.5574 ,174 ,0.9457 ,,,,0,,0,,55.73945234,,94.5657539
平谷5G和平街大队1H,117.116801,40.144951,104,0.1158 ,495,0.3448 ,738,0.6234 ,970 ,0.9049 ,首都东部绿色生态谷,,,11.58234257,,34.48003157,,62.34060026,,90.4865718
城三5G海淀玉虹南街西侧1Z,116.237448,39.962377,73,0.0000 ,321,0.1729 ,496,0.4223 ,628 ,0.6265 ,,,,0,,17.2935686,,42.22520778,,62.64522866
城一5G朝阳紫玉山庄东南1H,116.410576,40.008195,527,0.1472 ,4433,0.3693 ,6742,0.5482 ,9235 ,0.9150 ,奥林匹克中心区,,,14.71645602,,36.93195791,,54.81784362,,91.50466168
房山5G窦店于庄村委会1Z,116.058124,39.675867,,,,,2,0.3150 ,2 ,0.5159 ,,,,0,,0,,31.50441347,,51.5943071
城二5G丰台德鑫家园3号楼1Z,116.370029,39.814591,,,,,370,0.4348 ,520 ,0.6950 ,,,,0,,0,,43.47848152,,69.49762738
城二5G丰台万科中粮A区9号楼1Z,116.24421,39.86776,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
通州5G黎辛庄2H,116.74629,39.8886,,,208,0.2751 ,320,0.5461 ,400 ,0.8059 ,首都副中心5G示范区,,,0,,27.51376051,,54.60970765,,80.5937792
顺义5G西丰乐村东1H,116.667801,40.185595,,,,,532,0.6559 ,682 ,0.9514 ,,,,0,,0,,65.59488994,,95.13555705
房山5G长沟京昆黄元井1Z,115.833261,39.592335,,,509,0.3517 ,884,0.6541 ,1105 ,0.9912 ,,,,0,,35.17401607,,65.40970477,,99.11896234
城二5G丰台福娃乐园东南1Z,116.34862,39.83529,322,0.1784 ,1576,0.2753 ,2926,0.4691 ,3751 ,0.7259 ,,,,17.84404057,,27.53423844,,46.90649342,,72.58559609
大兴5G京雄高铁主站十1H,116.370904,39.663529,321,0.1995 ,2022,0.3710 ,3195,0.5535 ,4044 ,0.8804 ,京雄高铁大兴段,,,19.9491532,,37.09636998,,55.34555313,,88.03992677
